rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
17,"spotify:track:2u9S9JJ6hTZS3Vf22HOZKg","Drake","NOKIA","OVO Sound",1,3,92,"1116018"
18,"spotify:track:72EqPCCpe79JBwtLlVsdZ6","Morgan Wallen","Where'd That Girl Go","Big Loud Records / Mercury Records / Republic Records",18,-1,1,"1115659"
19,"spotify:track:7trGQmK2IAYxLb3wgqfawy","Morgan Wallen","Missing","Big Loud Records / Mercury Records / Republic Records",19,-1,1,"1114282"
20,"spotify:track:2CGNAOSuO1MEFCbBRgUzjd","Kendrick Lamar, SZA","luther (with sza)","pgLang, under exclusive license to Interscope Records",1,4,176,"1099356"
21,"spotify:track:5ImJTOd6BMsvwuRgnlmyr7","Morgan Wallen","Genesis","Big Loud Records / Mercury Records / Republic Records",21,-1,1,"1054869"
22,"spotify:track:5EA2rqylBTFpUVQUKiWFXs","Morgan Wallen, Eric Church","Number 3 and Number 7 (feat. Eric Church)","Big Loud Records / Mercury Records / Republic Records",22,-1,1,"1051980"
23,"spotify:track:3vhOv5qBOX9urPOC9VyhWl","Morgan Wallen","Kiss Her In Front Of You","Big Loud Records / Mercury Records / Republic Records",23,-1,1,"1006646"
24,"spotify:track:4HWDNZ1i6gyzu9tUbNhC2C","Morgan Wallen","Revelation","Big Loud Records / Mercury Records / Republic Records",24,-1,1,"990418"
25,"spotify:track:0FTmksd2dxiE5e3rWyJXs6","sombr","back to friends","Warner Records",5,5,60,"988796"
26,"spotify:track:710dGcMZzo15JzqhJmDjOR","Morgan Wallen","If You Were Mine","Big Loud Records / Mercury Records / Republic Records",26,-1,1,"969687"
27,"spotify:track:7quUr3mlWKcQuBRfl6g5Sn","Morgan Wallen","Don't We","Big Loud Records / Mercury Records / Republic Records",27,-1,1,"946912"
28,"spotify:track:7EW7Yivb93qKAtp5qEm5of","Lil Tecca","Dark Thoughts","Galactic / Republic Records",2,13,64,"932966"
29,"spotify:track:33gSkDn6P9uS7ofaYiyBP6","Morgan Wallen, HARDY","Come Back As A Redneck (feat. HARDY)","Big Loud Records / Mercury Records / Republic Records",29,-1,1,"915752"
30,"spotify:track:6dOtVTDdiauQNBQEDOtlAB","Billie Eilish","BIRDS OF A FEATHER","Darkroom/Interscope Records",2,7,365,"906856"
31,"spotify:track:7so0lgd0zP2Sbgs2d7a1SZ","Lady Gaga, Bruno Mars","Die With A Smile","Interscope Records",1,9,274,"889160"
32,"spotify:track:7u7IqryLFAygWFz6bsEB7y","Jessie Murph","Blue Strips","Columbia",6,10,31,"838989"
33,"spotify:track:6393yGahSJ9slVdOwSxOVR","Chappell Roan","Pink Pony Club","Chappell Roan PS/ Island",4,15,346,"836543"
34,"spotify:track:5IZXB5IKAD2qlvTPJYDCFB","Post Malone, Morgan Wallen","I Had Some Help (Feat. Morgan Wallen)","Mercury Records / Republic Records",1,21,372,"825923"
35,"spotify:track:3siwsiaEoU4Kuuc9WKMUy5","The Marías","No One Noticed","Nice Life/Atlantic",4,8,273,"815358"
36,"spotify:track:0aB0v4027ukVziUGwVGYpG","Kendrick Lamar, Lefty Gunplay","tv off (feat. lefty gunplay)","pgLang, under exclusive license to Interscope Records",1,17,176,"799719"
37,"spotify:track:2zIl3eEUd51KdtqGyJw1sg","Morgan Wallen","I'm A Little Crazy","Big Loud Records / Mercury Records / Republic Records",7,84,57,"799304"
38,"spotify:track:0FIDCNYYjNvPVimz5icugS","The Weeknd, Playboi Carti","Timeless (feat Playboi Carti)","XO / Republic Records",1,14,232,"790094"
39,"spotify:track:2RdEC8Ff83WkX7kDVCHseE","Charli xcx","party 4 u","Atlantic Records UK",12,16,27,"786287"
40,"spotify:track:5t6VW9ocIgB84vD8uR5xXU","Morgan Wallen","Dark Til Daylight","Big Loud Records / Mercury Records / Republic Records",40,-1,1,"773510"
41,"spotify:track:4WFgvKVfEhb3IUAFGrutTR","Ravyn Lenae","Love Me Not","Atlantic Records",9,18,69,"763317"
42,"spotify:track:5EHfZq7dOhKGYRQyScX2eY","Morgan Wallen, ERNEST","The Dealer (feat. ERNEST)","Big Loud Records / Mercury Records / Republic Records",42,-1,1,"757771"
43,"spotify:track:1KL0yUBT1U2PfVUWIhWL7l","Morgan Wallen","Lies Lies Lies","Big Loud Records / Mercury Records / Republic Records",8,120,291,"752282"
44,"spotify:track:3xkHsmpQCBMytMJNiDf3Ii","Benson Boone","Beautiful Things","Night Street Records, Inc./Warner Records Inc.",1,20,484,"736312"
45,"spotify:track:5uhxL7UwvTMV6FSCTpKcjc","Morgan Wallen","Leavin's The Least I Could Do","Big Loud Records / Mercury Records / Republic Records",45,-1,1,"732272"
46,"spotify:track:5fZJQrFKWQLb7FpJXZ1g7K","Shaboozey","A Bar Song (Tipsy)","American Dogwood / EMPIRE",1,26,400,"725871"
47,"spotify:track:21IYMdzTrzSe191Cy5eMap","Gigi Perez","Sailor Song","Outtahere, LLC / Island Records",3,19,290,"723869"
48,"spotify:track:0TaLETmF6CvzLKukgBXERn","Morgan Wallen","Smile","Big Loud Records / Mercury Records / Republic Records",3,-1,84,"722202"
49,"spotify:track:1OjNUHE1W7Cxeph9DJzKbe","Morgan Wallen","Jack and Jill","Big Loud Records / Mercury Records / Republic Records",49,-1,1,"717046"
50,"spotify:track:3GCdLUSnKSMJhs4Tj6CV3s","Kendrick Lamar, SZA","All The Stars (with SZA)","Black Panther (TDE/DMG) PS",2,29,978,"716427"
51,"spotify:track:17phhZDn6oGtzMe56NuWvj","Teddy Swims","Lose Control","Warner Records",5,25,556,"710085"
52,"spotify:track:6AI3ezQ4o3HUoP6Dhudph3","Kendrick Lamar","Not Like Us","Kendrick Lamar, under exclusive license to Interscope Records",1,27,377,"695268"
53,"spotify:track:73kIKvg65QWieOKXIwyLJP","BigXthaPlug, Bailey Zimmerman","All The Way (feat. Bailey Zimmerman)","BigXthaPlug under exclusive license to UnitedMasters LLC",2,24,43,"691665"
54,"spotify:track:221eHga9f9Ne4f8D7WVgPT","Benson Boone","Mystical Magical","Night Street Records, Inc./Warner Records Inc.",14,23,22,"686981"
55,"spotify:track:0WbMK4wrZ1wFSty9F7FCgu","Chappell Roan","Good Luck, Babe!","Chappell Roan PS/ Island",1,31,407,"673817"
56,"spotify:track:5UJbgR4XF4y1DvbkxEqe8S","Tate McRae","Sports car","RCA Records Label",5,30,113,"669522"
57,"spotify:track:19XpFsce28aByvCC4g89tJ","Hozier","Too Sweet","Rubyworks / Universal-Island Records Ltd",1,35,420,"668343"
58,"spotify:track:3sK8wGT43QFpWrvNQsrQya","Bad Bunny","DtMF","Rimas Entertainment LLC.",1,28,132,"666231"
59,"spotify:track:1oPhkzw5Jt2izQmKj7CkVO","Morgan Wallen","Nothin' Left","Big Loud Records / Mercury Records / Republic Records",59,-1,1,"656962"
60,"spotify:track:7KA4W4McWYRpgf0fWsJZWB","Tyler, The Creator, Kali Uchis","See You Again (feat. Kali Uchis)","Columbia",3,33,1435,"650308"
61,"spotify:track:1N8dX8FWPUzVuSlKJA25FK","Morgan Wallen","Miami","Big Loud Records / Mercury Records / Republic Records",61,-1,1,"647019"
62,"spotify:track:2HRqTpkrJO5ggZyyK6NPWz","Sabrina Carpenter","Espresso","Island Records",1,41,400,"640242"
63,"spotify:track:5gGz4XkNZV335nYgs34Ro7","Morgan Wallen","Drinking Til It Does","Big Loud Records / Mercury Records / Republic Records",63,-1,1,"638955"
64,"spotify:track:1osfLqL6L2iQsirRf83ded","Riley Green","Worst Way","Nashville Harbor",40,44,129,"635855"
65,"spotify:track:58ge6dfP91o9oXMzq3XkIS","Arctic Monkeys","505","Domino Recording Co",13,36,1522,"633550"
66,"spotify:track:38WyDtxZhxm63jiythwemE","Lorde","Ribs","Universal Music New Zealand Limited",42,42,24,"631654"
67,"spotify:track:3t6gUcGYLrUuqwpXjOFWQc","Zach Top","I Never Lie","Leo33",33,48,225,"629771"
68,"spotify:track:0auX6W6oLjO9cHmx4UTaNj","d4vd","Feel It","Darkroom/Interscope Records",17,37,153,"625477"
69,"spotify:track:7ne4VBA60CxGM75vw0EYad","Gracie Abrams","That’s So True","Gracie Abrams, under exclusive license to Interscope Records",1,38,211,"624232"
70,"spotify:track:0ofHAoxe9vBkTCp2UQIavz","Fleetwood Mac","Dreams - 2004 Remaster","Rhino/Warner Records",6,45,1591,"623203"
71,"spotify:track:541sN2qNfIlllGn9nGOQoC","Tate McRae","Revolving door","RCA Records Label",7,32,85,"622753"
72,"spotify:track:6Qyc6fS4DsZjB2mRW9DsQs","The Goo Goo Dolls","Iris","Warner Records",38,39,435,"608899"
73,"spotify:track:3hpm0fTeSqlhJbnqAgaLZs","Fuerza Regida","Marlboro Rojo","Rancho Humilde/Street Mob Records/Sony Music Latin",48,49,8,"608380"
74,"spotify:track:1QrbZhFYlViXd60g130vw1","Sleep Token","Caramel","Sleep Token/RCA Records",3,40,38,"598548"
75,"spotify:track:3mXxKFehajiV2TiL8n8DwA","Morgan Wallen","Working Man's Song","Big Loud Records / Mercury Records / Republic Records",75,-1,1,"592527"
76,"spotify:track:3QaPy1KgI7nu9FJEQUgn6h","Billie Eilish","WILDFLOWER","Darkroom/Interscope Records",10,43,365,"590615"
77,"spotify:track:3ru3YfbjQNHbGjamBhxlsG","Morgan Wallen","Whiskey In Reverse","Big Loud Records / Mercury Records / Republic Records",77,-1,1,"566879"
78,"spotify:track:1MKOPZWwR9WAzlP2B6tn5o","Morgan Wallen","LA Night","Big Loud Records / Mercury Records / Republic Records",78,-1,1,"564479"
79,"spotify:track:4wJ5Qq0jBN4ajy7ouZIV1c","ROSÉ, Bruno Mars","APT.","Atlantic Records, THEBLACKLABEL",1,51,211,"561316"
80,"spotify:track:5pJBr57ff2dzpelkCQxnJE","Morgan Wallen","Crazy Eyes","Big Loud Records / Mercury Records / Republic Records",80,-1,1,"554076"
81,"spotify:track:5G2f63n7IPVPPjfNIGih7Q","Sabrina Carpenter","Taste","Island Records",1,54,267,"538138"
82,"spotify:track:4KULAymBBJcPRpk1yO4dOG","Zach Bryan, Kacey Musgraves","I Remember Everything (feat. Kacey Musgraves)","Warner Records",1,53,630,"537193"
83,"spotify:track:0hta2Lb2zKJ7kEnAEZEE3G","wifiskeleton, i wanna be a jack-o-lantern","Nope your too late i already died","9th St. / Hallwood",24,46,11,"531345"
84,"spotify:track:105Fwh9wijwT41rrfgSnrE","Sleep Token","Dangerous","Sleep Token/RCA Records",8,47,8,"528399"
85,"spotify:track:2uvE4L5ZsYKpv8hbK4TIOt","Leon Thomas","MUTT","EZMNY Records/Motown Records",31,50,94,"523877"
86,"spotify:track:6PLXJetycVoEZOr1f81XKI","Laufey","Tough Luck","Vingolf Recordings",86,-1,1,"518709"
87,"spotify:track:7FAFkQQZFeNwOFzTrSDFIh","Mac Miller, Empire Of The Sun","The Spins","Rostrum Records",54,61,1212,"513113"
88,"spotify:track:6jbYpRPTEFl1HFKHk1IC0m","Tyler, The Creator, Lola Young","Like Him (feat. Lola Young)","Columbia",5,60,201,"510095"
89,"spotify:track:1FhgmMvNlh3nJ1Ldc2eE6H","Koe Wetzel, Jessie Murph","High Road (feat. Jessie Murph)","Columbia",17,66,189,"508384"
90,"spotify:track:70LcF31zb1H0PyJoS1Sx1r","Radiohead","Creep","XL Recordings",58,58,351,"503830"
91,"spotify:track:2OMjHcniFxzijWX7EaBrXE","Sleep Token","Emergence","Sleep Token/RCA Records",11,52,42,"502666"
92,"spotify:track:7K3BhSpAxZBznislvUMVtn","Morgan Wallen","Last Night","Big Loud Records / Mercury Records / Republic Records",1,75,835,"500230"
93,"spotify:track:0nj9Bq5sHDiTxSHunhgkFb","Kendrick Lamar","squabble up","pgLang, under exclusive license to Interscope Records",1,67,176,"498253"
94,"spotify:track:7fveJ3pk1eSfxBdVkzdXZ0","Morgan Wallen, ERNEST","Cowgirls (feat. ERNEST)","Big Loud Records / Mercury Records / Republic Records",17,62,761,"489393"
95,"spotify:track:4oB8Xd7gMlUEtWoD8bmCXW","Neton Vega, Peso Pluma","Morena","Josa Records",48,64,83,"485665"
96,"spotify:track:2UikqkwBv7aIvlixeVXHWt","Chris Stapleton","You Should Probably Leave","Mercury Nashville",46,76,656,"483451"
97,"spotify:track:003vvx7Niy0yvhvHt4a68B","The Killers","Mr. Brightside","Island Records",21,77,1705,"481579"
98,"spotify:track:0eaVIYo2zeOaGJeqZ5TwYz","Don Toliver","No Pole","Cactus Jack / Atlantic",22,57,211,"481278"
99,"spotify:track:3x3K1RP3Zfi2qeMR8kyrNO","Benson Boone","Sorry I'm Here For Someone Else","Night Street Records, Inc./Warner Records Inc.",50,56,74,"478557"
100,"spotify:track:0cQVqPuHQP4KEwc7ZUQmj6","The Neighbourhood","Sweater Weather","Columbia",12,87,1727,"477632"
101,"spotify:track:57TEkZN3f84tFJFHFrD4pO","Morgan Wallen","Whiskey Glasses","Big Loud",33,93,1954,"477019"
102,"spotify:track:6GG4yyk3UATdBfTHVgI8PB","Luke Combs","Ain't No Love In Oklahoma (From Twisters: The Album)","Atlantic Records",15,73,360,"471470"
103,"spotify:track:3enIFKYJKSVyjXVzmup28I","Sleep Token","Damocles","Sleep Token/RCA Records",5,59,22,"470547"
104,"spotify:track:35ISBknsCeZQtq66xABI9g","Lola Young","Messy","Universal-Island Records Ltd.",10,79,170,"467155"
105,"spotify:track:2tznHmp70DxMyr2XhWLOW0","Cage The Elephant","Cigarette Daydreams","RCA Records Label",79,96,837,"465568"
106,"spotify:track:2lTm559tuIvatlT1u0JYG2","Bad Bunny","BAILE INoLVIDABLE","Rimas Entertainment LLC.",2,78,132,"464337"
107,"spotify:track:1KZG1H1OCugGqIRmk1wF9m","Sam Barber, Avery Anna","Indigo (feat. Avery Anna)","Lockeland Springs/Atlantic",47,81,158,"461387"
108,"spotify:track:63Pi2NAx5yCgeLhCTOrEou","Imogen Heap","Headlock","Megaphonic",32,70,175,"460857"
109,"spotify:track:0Uvf2v96tJ5CuyK0LtyAgd","Sleep Token","Past Self","Sleep Token/RCA Records",12,68,8,"459420"
110,"spotify:track:2HbKqm4o0w5wEeEFXm2sD4","Kendrick Lamar, Jay Rock","Money Trees","Aftermath",17,91,1515,"458286"
111,"spotify:track:4IixOTCzviJgIigKleiVbo","Sleep Token","Even In Arcadia","Sleep Token/RCA Records",5,55,8,"457907"
112,"spotify:track:3dYD57lRAUcMHufyqn9GcI","Hozier","Take Me To Church","Universal-Island Records Ltd.",53,95,521,"454793"
113,"spotify:track:3fqwjXwUGN6vbzIwvyFMhx","Chris Stapleton","Tennessee Whiskey","Mercury Nashville",55,94,1349,"454463"
114,"spotify:track:0eBFgRxyVSeuT4iyrbukdn","Luke Combs","Where the Wild Things Are","River House Artists/Columbia Nashville",31,101,354,"450640"
115,"spotify:track:4obHzpwGrjoTuZh2DItEMZ","Morgan Wallen","7 Summers","Big Loud / Republic",3,63,588,"450564"
116,"spotify:track:4eLDmhsJW3JoZTXCAozHor","Neton Vega","Loco","Josa Records",17,72,141,"450440"
117,"spotify:track:4ZJ4vzLQekI0WntDbanNC7","Zach Bryan","Pink Skies","Warner Records",7,80,356,"449965"
118,"spotify:track:2JPctdUgvkQSpnUdfROxvY","Alemán, Neton Vega","Te Quería Ver","HOMEGROWN MAFIA S.A. DE C.V./Sony Music México-Latin",30,83,98,"448317"
119,"spotify:track:3xKsf9qdS1CyvXSMEid6g8","Frank Ocean","Pink + White","Boys Don't Cry",23,85,999,"448203"
120,"spotify:track:1mMLMZYXkMueg65jRRWG1l","Luke Combs","When It Rains It Pours","River House Artists/Columbia Nashville",43,106,1101,"445669"
121,"spotify:track:3tFed7YsjGnIfxeLEQwx3R","Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne","Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)","Columbia",2,88,201,"445652"
122,"spotify:track:0b0Dz0Gi86SVdBxYeiQcCP","Sabrina Carpenter","Busy Woman","Island Records",7,71,92,"443994"
123,"spotify:track:6J5kc12BW5HuP3d7C3vvx8","Bad Bunny","EoO","Rimas Entertainment LLC.",10,82,132,"439240"
124,"spotify:track:4Lojbtk7XNMdSKRHSFbdkm","Sleep Token","Look To Windward","Sleep Token/RCA Records",6,65,8,"438910"
125,"spotify:track:0AIpGG5dxEgnAymhdJRSZ0","Blood Orange","Champagne Coast","Domino Recording Co",65,69,70,"438701"
126,"spotify:track:2jNyiavSywmA472t2m6ZBz","Lorde","What Was That","Universal Music New Zealand Limited",1,89,23,"438532"
127,"spotify:track:2tHwzyyOLoWSFqYNjeVMzj","Sabrina Carpenter","Please Please Please","Island Records",1,107,343,"435858"
128,"spotify:track:29JLgNBcOky7QB68OrvYxO","Sleep Token","Gethsemane","Sleep Token/RCA Records",28,74,8,"431741"
129,"spotify:track:3D24ErT1MMmUfXWotSj2A2","Fuerza Regida, Grupo Frontera","ME JALO","Rancho Humilde/Streetmob Records/Grupo Frontera/Sony Music Latin",43,105,112,"430294"
130,"spotify:track:1TE8AAk9koG0UJco6ZAUfx","Bailey Zimmerman","Rock and A Hard Place","Warner Music Nashville/Elektra",22,173,734,"429264"
131,"spotify:track:0mflMxspEfB0VbI1kyLiAv","Noah Kahan","Stick Season","Mercury Records/Republic Records",1,108,920,"427915"
132,"spotify:track:2FAZskT9yRjp2Oow9szJD8","Chrystal, NOTION","The Days - NOTION Remix","Polydor Records",62,110,134,"423141"
133,"spotify:track:0T1tCsZ2qPRf6fwphjlNPM","Hudson Westbrook","Sober","River House Artists",86,86,11,"422781"
134,"spotify:track:1j15Ar0qGDzIR0v3CQv3JL","KATSEYE","Gnarly","HYBE/Geffen",53,99,16,"422759"
135,"spotify:track:0L5gbpFGU06vqSHacOxgka","Clave Especial, Edgardo Nuñez","TU TU TU","WEA Latina",58,104,36,"421906"
136,"spotify:track:5RKQ5NdjSh2QzD4MaunT91","Journey","Don't Stop Believin' (2022 Remaster)","Columbia/Legacy",60,136,762,"419916"
137,"spotify:track:3WMj8moIAXJhHsyLaqIIHI","Zach Bryan","Something in the Orange","Warner Records",4,116,1120,"417187"
138,"spotify:track:3LPLRNr58Z9Pn0clnEtkXb","Doechii","Anxiety","Top Dawg Entertainment/Capitol Records",2,102,73,"415833"
139,"spotify:track:2LHNTC9QZxsL3nWpt8iaSR","Lady Gaga","Abracadabra","Interscope Records",1,111,103,"412615"
140,"spotify:track:1G391cbiT3v3Cywg8T7DM1","Red Hot Chili Peppers","Scar Tissue","Warner Records",119,165,63,"412600"
141,"spotify:track:3j6CeoBBlm40Msn1JE1SPD","Chappell Roan","HOT TO GO!","Chappell Roan PS/ Island",7,131,397,"412294"
142,"spotify:track:16MeIVoFWTq2E0r6DwIek5","Hudson Westbrook","House Again","River House Artists",86,123,47,"411561"
143,"spotify:track:4QTlxavdQGUVitxAvQqqkU","BigXthaPlug","Mmhmm","BigXthaPlug under exclusive license to UnitedMasters LLC",31,114,516,"411071"
144,"spotify:track:3anaHXs7z8NwLUatPxqJlE","Shaboozey, Jelly Roll","Amen","American Dogwood / EMPIRE",86,163,15,"410966"
145,"spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2","SZA","Snooze","Top Dawg Entertainment/RCA Records",9,113,888,"409933"
146,"spotify:track:3rUGC1vUpkDG9CZFHMur1t","Tate McRae","greedy","RCA Records Label",3,121,450,"409751"
147,"spotify:track:2hnMS47jN0etwvFPzYk11f","Sublime","Santeria","Gasoline Alley",92,112,133,"409653"
148,"spotify:track:1HbzxLqpNVPdiBXvpC7Ovb","The Red Clay Strays","Wondering Why","Red Clay Strays",70,103,423,"407511"
149,"spotify:track:3Vr3zh0r7ALn8VLqCiRR10","Myles Smith","Stargazing","RCA Records Label",23,109,242,"407506"
150,"spotify:track:05ZACkzW8YbRq3eFgIfSNB","Eric Church","Springsteen","EMI Records Nashville",64,117,24,"407145"
151,"spotify:track:3BntzKsnLf2pc0dsvE3Zav","Teddy Swims","Bad Dreams","Warner Records",69,122,68,"403389"
152,"spotify:track:3pXF1nA74528Edde4of9CC","Bryson Tiller","Don't","TrapSoul/RCA Records",55,149,1242,"403080"
153,"spotify:track:5TFD2bmFKGhoCRbX61nXY5","Bad Bunny","NUEVAYoL","Rimas Entertainment LLC.",3,126,132,"402002"
154,"spotify:track:0NUqi0ps17YpLUC3kgsZq0","PARTYNEXTDOOR, Drake, Yebba","DIE TRYING","OVO Sound",14,100,92,"397315"
155,"spotify:track:7tI8dRuH2Yc6RuoTjxo4dU","Jimin","Who","BIGHIT MUSIC",1,97,302,"397163"
156,"spotify:track:7JVAVLkkhpKOp8g4jX5Z12","Sleep Token","Provider","Sleep Token/RCA Records",24,92,8,"396516"
157,"spotify:track:0d28khcov6AiegSCpG5TuT","Gorillaz, De La Soul","Feel Good Inc.","Parlophone UK",87,118,174,"396047"
158,"spotify:track:68qeaZhtMZ6abrJCYt6nQn","Playboi Carti, The Weeknd","RATHER LIE (with The Weeknd)","AWGE/Interscope Records",2,90,64,"395523"
159,"spotify:track:3Gn1zuHNLtGuGEOXwq0k7e","Chris Stapleton","Think I'm In Love With You","Mercury Nashville",113,132,59,"395208"
160,"spotify:track:6dBUzqjtbnIa1TwYbyw5CM","TV Girl","Lovers Rock","TV Girl",35,144,926,"394175"
161,"spotify:track:6PGoSes0D9eUDeeAafB2As","Kendrick Lamar, Zacari","LOVE. FEAT. ZACARI.","Aftermath",5,140,1354,"394114"
162,"spotify:track:58is1MxJ0mafkdwalyYanU","Bailey Zimmerman, Luke Combs","Backup Plan (feat. Luke Combs)","Atlantic Records/Warner Music Nashville",39,98,12,"394036"
163,"spotify:track:2A22iI0x4EYAVXNpKPhNEM","Ella Langley","weren't for the wind","SAWGOD/Columbia",137,147,32,"392571"
164,"spotify:track:51eSHglvG1RJXtL3qI5trr","Benson Boone","Slow It Down","Night Street Records, Inc./Warner Records Inc.",19,115,393,"387480"
165,"spotify:track:1GeNui6m825V8jP4uKiIaH","Young Thug, Lil Baby","Bad Bad Bad (feat. Lil Baby)","300 Entertainment/Atl",7,139,180,"387182"
166,"spotify:track:3EO58D1YpHnTvBy68gK8HE","Tucker Wetmore","Wind Up Missin’ You","Tucker Wetmore",41,138,389,"385501"
167,"spotify:track:1eTaznNW4Xxtx9za2SMTXB","Doechii","DENIAL IS A RIVER","Top Dawg Entertainment/Capitol Records",3,146,141,"384991"
168,"spotify:track:2LMkwUfqC6S6s6qDVlEuzV","Frank Ocean","White Ferrari","Boys Don't Cry",51,119,253,"384672"
169,"spotify:track:5r5cp9IpziiIsR6b93vcnQ","Empire Of The Sun","Walking On A Dream","EMI Recorded Music Australia Pty Ltd",94,129,38,"382484"
170,"spotify:track:6WatFBLVB0x077xWeoVc2k","KAROL G","Si Antes Te Hubiera Conocido","Bichota/Interscope Records",36,164,221,"382236"
171,"spotify:track:2uXlHCUbq9OMUwx3hrk06o","Vance Joy","Riptide","Atlantic Records",52,128,532,"380094"
172,"spotify:track:3zEN0ii6s4DHHBpnTp3RP7","Empire Of The Sun","We Are The People","EMI Recorded Music Australia Pty Ltd",119,153,43,"379227"
173,"spotify:track:68Dni7IE4VyPkTOH9mRWHr","J. Cole","No Role Modelz","Roc Nation Records LLC",7,152,2687,"379079"
174,"spotify:track:2QcDEWNu8pvcfxmo3KHYRv","GIVĒON","RATHER BE","Epic/Not So Fast",174,-1,1,"378840"
175,"spotify:track:56oGoEjA9eTZYgsttEFKY3","Wiz Khalifa, Empire Of The Sun","The Thrill","Rostrum Records",120,135,29,"377819"
176,"spotify:track:42T2QQv3xgBlpQxaSP7lnK","Creed","One Last Breath","The Bicycle Music Company",102,130,154,"377695"
177,"spotify:track:0fK7ie6XwGxQTIkpFoWkd1","JENNIE","like JENNIE","OA Entertainment/Columbia",51,145,71,"377433"
178,"spotify:track:77pDO4WZPIdkwFve0iHWnb","Fuerza Regida","Por Esos Ojos","Rancho Humilde/Street Mob Records/Sony Music Latin",34,161,92,"375615"
179,"spotify:track:4RvWPyQ5RL0ao9LPZeSouE","Tears For Fears","Everybody Wants To Rule The World","UMC (Universal Music Catalogue)",44,162,765,"374917"
180,"spotify:track:7KXjTSCq5nL1LoYtL7XAwS","Kendrick Lamar","HUMBLE.","Aftermath",1,166,1726,"374726"
181,"spotify:track:5AEOqLsRJFAoSS4ay4Jzao","Nirvana","Come As You Are","Geffen",151,167,42,"371387"
182,"spotify:track:4N1dogCaVWnGyFdPjdqNWF","Clave Especial, Fuerza Regida","COMO CAPO","WEA Latina",147,-1,9,"371228"
183,"spotify:track:6LxSe8YmdPxy095Ux6znaQ","Drake","Headlines","Cash Money Records/Young Money Ent./Universal Rec.",136,141,79,"370208"
184,"spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW","The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)","XO / Republic Records",15,137,483,"369212"
185,"spotify:track:6oCXDaFZYL7sHnowv6pdXb","Lizzy McAlpine","Spring Into Summer","Indigo Blue/RCA Records",82,125,37,"368099"
186,"spotify:track:3hRV0jL3vUpRrcy398teAU","Lord Huron","The Night We Met","Play It Again Sam",43,150,929,"367832"
